Date,Open,High,Low,Close,Adj Close,Volume
10/03/1999,43.18144735011798,43.2078418778381,42.46879510167471,43.128658294677734,43.128658294677734,5232000
11/03/1999,43.445383692194284,43.69613165396576,42.49518088969185,43.339805603027344,43.339805603027344,9688600
12/03/1999,43.18141753426503,43.207812043760306,41.94087558798725,42.28400421142578,42.28400421142578,8743600
15/03/1999,42.60075152961953,43.55095416596792,42.15204472912168,43.498165130615234,43.498165130615234,6369000
16/03/1999,43.68294459961525,44.052467998040996,43.207843087353574,43.867706298828125,43.867706298828125,4905800
17/03/1999,43.867717853892934,43.92050692471591,43.41901075189764,43.55098342895508,43.55098342895508,3965000
18/03/1999,43.49818160956311,44.421990078212815,43.48498434572526,44.39559555053711,44.39559555053711,4848400
19/03/1999,44.97627985397441,44.97627985397441,43.23424084554583,43.26063537597656,43.26063537597656,7160400
22/03/1999,43.44540622515616,43.55098436908121,42.65357014571833,42.73275375366211,42.73275375366211,5024800
23/03/1999,42.495174017208946,42.653541125347616,41.14905359803028,41.22823715209961,41.22823715209961,10962400
24/03/1999,41.59775400073166,42.653534559125866,40.964285665695144,42.627140045166016,42.627140045166016,8447000
25/03/1999,43.2870341201837,44.1844482421875,43.00329289043249,44.1844482421875,44.1844482421875,8133800
26/03/1999,43.814917255714896,44.31641329659356,43.52457744257462,43.7093391418457,43.7093391418457,8256200
29/03/1999,44.23722212464659,45.319397606216114,43.97327688523939,45.29300308227539,45.29300308227539,5113800
30/03/1999,45.24021784464519,45.6097412109375,44.791510899861656,44.97627258300781,44.97627258300781,4940600
31/03/1999,45.7152924256498,45.76808144692653,44.18441080862458,44.316383361816406,44.316383361816406,8256600
01/04/1999,45.60973864703362,45.66252769639361,44.501168610473776,45.24021530151367,45.24021530151367,8715800
05/04/1999,45.97265846342654,46.942657142072115,45.68891735334655,46.876670837402344,46.876670837402344,5697200
06/04/1999,46.82387768883958,47.4837406776902,46.42795989552921,46.96904754638672,46.96904754638672,7522400
07/04/1999,47.404559263785,47.51013734677784,45.47775924916568,46.480751037597656,46.480751037597656,11923600
08/04/1999,46.4015776255433,47.074638051852375,45.451374670754014,46.850284576416016,46.850284576416016,7952400
09/04/1999,46.7711016237402,47.2462031075028,46.6391289893617,47.140625,47.140625,4946800
12/04/1999,46.03205487961968,47.14062500860135,45.97926582585865,46.823890686035156,46.823890686035156,10934000
13/04/1999,47.114234390258794,47.21981250653948,45.82090246582032,46.190425872802734,46.190425872802734,9962200
14/04/1999,46.771081696459525,46.823870727719644,44.349384887401875,44.60673141479492,44.60673141479492,21253800
15/04/1999,44.765114485278026,45.28640635502109,43.18144298226111,45.21382141113281,45.21382141113281,17650600
16/04/1999,45.10824064024227,45.10824064024227,43.6565418484264,43.89409255981445,43.89409255981445,17274000
19/04/1999,44.18443209771478,44.553955424696866,41.39321125283226,41.83531951904297,41.83531951904297,19460600
20/04/1999,41.650557953953964,43.12865126537438,41.25464010268064,42.7855224609375,42.7855224609375,17413600
21/04/1999,43.181446638337164,44.92348543915028,42.60076703806613,44.897090911865234,44.897090911865234,10940400
22/04/1999,45.31939704908121,46.24320537564955,45.02245865839853,46.11123275756836,46.11123275756836,13630600
23/04/1999,45.873678981112896,47.0614324645134,45.3985775877527,46.71830368041992,46.71830368041992,7064400
26/04/1999,47.03504546735722,48.14361556254746,46.883276942420466,47.793888092041016,47.793888092041016,5421000
27/04/1999,48.14361116983753,48.38116188284659,46.4609602860233,47.06143569946289,47.06143569946289,16482800
28/04/1999,46.66552617408672,46.823893344360776,45.24682027371503,45.451377868652344,45.451377868652344,7676800
29/04/1999,45.24020380828643,45.50414898803139,44.131634053357594,45.08183670043945,45.08183670043945,19148200
30/04/1999,45.715325080911526,45.95287584634352,43.76212989847073,45.372196197509766,45.372196197509766,15295200
03/05/1999,45.24022931550679,45.42499104550011,44.37580836446662,45.13465118408203,45.13465118408203,11109800
04/05/1999,45.21381361174286,45.926465665167875,44.15803279185394,44.42197799682617,44.42197799682617,15428400
05/05/1999,44.44839317383376,45.76811981201172,43.102272002892235,45.76811981201172,45.76811981201172,12642600
06/05/1999,45.34579791029651,45.74171581987419,43.68294269007027,44.105255126953125,44.105255126953125,15173400
07/05/1999,44.50116542039719,44.87068873942778,43.55096260003284,44.73871612548828,44.73871612548828,16430400
10/05/1999,45.02907557353795,45.49097992438022,44.50118488686107,45.187442779541016,45.187442779541016,10604200
11/05/1999,45.556941431099276,46.13762086996612,45.29299623161434,45.90007019042969,45.90007019042969,8800800
12/05/1999,46.11123783380213,47.00865173554756,44.76511698118398,46.850284576416016,46.850284576416016,12507400
13/05/1999,47.219813836291515,47.29899742573192,45.76811469655086,45.979270935058594,45.979270935058594,9864000
14/05/1999,45.08186657293419,45.60975728221913,44.765132147363225,45.10826110839844,45.10826110839844,12205400
17/05/1999,44.71230426124499,46.058424401341505,44.270196176017215,45.91985321044922,45.91985321044922,9906800
18/05/1999,45.873687748545585,46.13763301752456,45.18743004920025,45.7153205871582,45.7153205871582,9267800
19/05/1999,45.900082257994214,46.37518374197575,45.18743003202191,46.34878921508789,46.34878921508789,7985600
20/05/1999,46.44776790799273,46.44776790799273,45.00266758524086,45.075252532958984,45.075252532958984,5997200
21/05/1999,45.21381173235305,45.34578432935349,44.42197615035037,44.65952682495117,44.65952682495117,10958600
24/05/1999,44.73872250105266,44.81790608070054,43.234234487742924,43.524574279785156,43.524574279785156,9569800
25/05/1999,43.47178918724897,44.10525788214513,41.91451197896258,42.099273681640625,42.099273681640625,17771200
26/05/1999,42.65355522060365,43.44539102296634,41.3338288833325,43.273826599121094,43.273826599121094,26772000
27/05/1999,43.10226883148827,43.86111159260602,42.547983684237046,43.2342414855957,43.2342414855957,23334800
28/05/1999,43.49816590271913,44.18442337448533,42.9438810216772,43.94687271118164,43.94687271118164,12969800
01/06/1999,43.86767781981672,44.078833910405486,42.732713832902085,42.97026443481445,42.97026443481445,6960200
02/06/1999,42.943896255331865,43.92049377312368,41.86831925938548,43.69614028930664,43.69614028930664,11996600
03/06/1999,44.02606964111328,44.02606964111328,42.81192143758138,43.07586669921875,43.07586669921875,11147800
04/06/1999,43.39260349886029,44.54736408467242,43.39260349886029,44.39559555053711,44.39559555053711,12987200
07/06/1999,44.70571677352915,45.60313042389076,44.60673732679808,45.31938934326172,45.31938934326172,11491800
08/06/1999,45.42499129319277,45.63614755719367,43.95349607843652,44.1844482421875,44.1844482421875,8134800
09/06/1999,44.34280521020766,45.04885880507258,44.31641068329682,44.923484802246094,44.923484802246094,8384400
10/06/1999,44.448374741711554,44.71231995989274,43.87429389216748,44.408782958984375,44.408782958984375,9392400
11/06/1999,44.71232667139085,44.758517091505915,43.339811330828674,43.7357292175293,43.7357292175293,16567600
14/06/1999,43.894092295255255,43.894092295255255,42.811916838787745,42.91089630126953,42.91089630126953,14136800
15/06/1999,43.01649408687245,43.808330149217085,42.89112004366788,43.55098342895508,43.55098342895508,9147800
16/06/1999,44.63314234844493,45.78790283203125,44.5803532977667,45.78790283203125,45.78790283203125,15060200
17/06/1999,45.187412657786666,46.507138494754734,45.187412657786666,46.295982360839844,46.295982360839844,16278200
18/06/1999,45.87368020134535,46.63912135545295,45.794496633679046,46.50714874267578,46.50714874267578,5392800
21/06/1999,46.82389796018305,47.92586962863719,46.744714367240235,47.89947509765625,47.89947509765625,10565200
22/06/1999,47.61571216583252,48.22278610142795,46.45435333251953,46.45435333251953,46.45435333251953,10862800
23/06/1999,46.460967653232125,47.298993912564676,46.16402921488594,47.18681716918945,47.18681716918945,9607000
24/06/1999,47.16701906508736,47.19341359170464,46.03205442054413,46.24980926513672,46.24980926513672,14988800
25/06/1999,46.55994927978516,46.92947268676758,45.76811340767997,46.190425872802734,46.190425872802734,8635600
28/06/1999,46.58631957445669,47.35176051930612,46.20359910203197,47.28577423095703,47.28577423095703,7666200
29/06/1999,47.246188046123486,48.1172071553537,47.00863737996979,47.93244552612305,47.93244552612305,9000400
30/06/1999,47.97865244106202,50.62470382723529,47.41117009889019,48.6715087890625,48.6715087890625,19467600
01/07/1999,48.82987371969185,49.27858066738631,47.985248876972854,49.00143814086914,49.00143814086914,6822600
02/07/1999,48.988228006565826,49.67448551096815,48.988228006565826,49.62169647216797,49.62169647216797,3302000
06/07/1999,49.885637724425095,50.387133553400794,49.041013170360756,49.30495834350586,49.30495834350586,8794800
07/07/1999,49.27858478866243,49.59531913117124,48.935455917611215,49.38416290283203,49.38416290283203,10520000
08/07/1999,49.384147159157926,50.24856769334414,49.14659647800751,50.044010162353516,50.044010162353516,11225000
09/07/1999,50.22877128541314,50.59829456339306,49.85924800743322,50.54550552368164,50.54550552368164,4206800
12/07/1999,50.730254269897785,50.99419940137488,49.99120790176192,50.28154754638672,50.28154754638672,7816200
13/07/1999,50.044010162353516,50.22877180324828,49.64809236043616,50.044010162353516,50.044010162353516,6230000
14/07/1999,50.545520918480264,50.99422789269131,49.832868665321534,50.89524841308594,50.89524841308594,6909400
15/07/1999,51.07341065558721,51.36375045776367,50.789669485278395,51.36375045776367,51.36375045776367,6539800
16/07/1999,51.3901260535246,52.12917255044226,51.370330165214305,51.83883285522461,51.83883285522461,4913800
19/07/1999,52.05000559488933,52.05000559488933,51.10640128453573,51.31095886230469,51.31095886230469,6833000
20/07/1999,50.68407514836458,50.75666007566988,49.19938345348344,49.331356048583984,49.331356048583984,14837400
21/07/1999,49.436951309220355,49.997835033363934,49.04103338629547,49.56892395019531,49.56892395019531,10980400
22/07/1999,49.56892095096058,49.56892095096058,48.170011041268936,48.3085823059082,48.3085823059082,15148400
23/07/1999,48.671504327136184,48.876061896840795,47.87966857344091,48.38116455078125,48.38116455078125,12115000
26/07/1999,47.72128787456743,48.2491782271622,47.11421396908344,47.193397521972656,47.193397521972656,10720000
27/07/1999,48.14360046386719,48.88264696221603,47.73448543799551,48.14360046386719,48.14360046386719,13732800
28/07/1999,48.72430586888595,49.357774634245246,48.09743573649914,49.08723068237305,49.08723068237305,10161800
29/07/1999,48.170012798938124,48.56593071235405,47.5629386650337,48.03804016113281,48.03804016113281,13033800
30/07/1999,48.24918676804996,48.77707721408989,47.72789495258552,47.800479888916016,47.800479888916016,10947400
02/08/1999,47.87967046101888,48.829873402913414,47.48375256856283,47.668514251708984,47.668514251708984,9642400
03/08/1999,48.32177180055956,48.328370431148194,46.665515522812676,47.35837173461914,47.35837173461914,13005000
04/08/1999,47.35837905491872,47.714705161783094,46.460965156149186,46.50055694580078,46.50055694580078,13227600
05/08/1999,46.507153066248016,47.239601135253906,45.398583015860716,47.239601135253906,47.239601135253906,18695200
06/08/1999,46.90305927344481,47.774078382068154,46.40156342302531,46.73149490356445,46.73149490356445,12392200
09/08/1999,46.90307477062445,47.035047406445,46.03865400599983,46.13103485107422,46.13103485107422,7983400
10/08/1999,46.00566038303507,46.342190600983265,44.7123285650381,45.7153205871582,45.7153205871582,16767200
11/08/1999,46.533552759382694,47.29899406966182,45.83409776895522,47.219810485839844,47.219810485839844,13101400
12/08/1999,47.404566406664266,47.72130070336804,46.559941615454214,46.66551971435547,46.66551971435547,12715000
13/08/1999,47.64211039556074,48.7506802773411,47.56292683257643,48.69789123535156,48.69789123535156,14342600
16/08/1999,48.67151680510601,49.252196506685365,48.35478242242636,49.08723068237305,49.08723068237305,11470600
17/08/1999,49.51611768172475,49.56890671976497,48.433942401900275,49.331356048583984,49.331356048583984,11408400
18/08/1999,49.09381482508275,49.70088887937141,48.59231886719213,48.77708053588867,48.77708053588867,7035200
19/08/1999,48.32836083018375,48.67148955262635,47.886252668575025,48.196388244628906,48.196388244628906,10157800
20/08/1999,48.249189441608934,48.96184158325195,47.98524420396337,48.96184158325195,48.96184158325195,6920800
